TmdbId,Title,Tagline,Overview,ReleaseDate,Runtime,Budget,Revenue,Language,Genres,Keywords,Rating,Votes
663,Saw IV,You think it is over...but the games have just begun,"Jigsaw and his apprentice Amanda are dead. Now, upon the news of Detective Kerry's murder, two seasoned FBI profilers, Agent Strahm and Agent Perez, arrive in the terrified community to assist the veteran Detective Hoffman in sifting through Jigsaw's latest grisly remains and piecing together the puzzle. However, when SWAT Commander Rigg is abducted and thrust into a game, the last officer untouched by Jigsaw has but ninety minutes to overcome a series of demented traps and save an old friend...or face the deadly consequences.",10/25/2007,93,10000000,139352633,en,Horror;Thriller;Crime,ice;victim;pain;games;psychopath;blood;electric chair;doctor;torture;violence;police officer;fbi agent;female corpse,5.9,903
11804,White Noise,The line separating the living from the dead has been crossed.,"An architect's desire to speak with his wife from beyond the grave using EVP (Electronic Voice Phenomenon), becomes an obsession with supernatural repercussions.",1/7/2005,101,10000000,91196419,en,Drama;Horror;Thriller,wheelchair;time;voice;inspector;supernatural;loss;remote control;lifting person in air;paranormal phenomena;death;waterfront;audio cassette;logbook;electronic voice phenomena;near miss;bedridden,5.6,261
16781,Madea's Family Reunion,,"Based upon Tyler Perry's acclaimed stage production, Madea's Family Reunion continues the adventures of Southern matriarch Madea. She has just been court ordered to be in charge of Nikki, a rebellious runaway, her nieces, Lisa and Vanessa, are suffering relationship trouble, and through it all, she has to organize her family reunion.",2/24/2006,110,6000000,57231524,en,Drama;Comedy;Romance,spanking;based on play,6.0,77
11873,The Color of Money,The Hustler isn't what he used to be. But he has the next best thing. A kid who is.,"Former pool hustler ""Fast Eddie"" Felson decides he wants to return to the game by taking a pupil. He meets talented but green Vincent Lauria and proposes a partnership. As they tour pool halls, Eddie teaches Vincent the tricks of scamming, but he eventually grows frustrated with Vincent's showboat antics, leading to an argument and a falling-out. Eddie takes up playing again and soon crosses paths with Vincent as an opponent.",10/7/1986,119,13800000,52293982,en,Drama,bar;billard;talent;hustler;sport,6.7,291
9289,The Longest Day,This is the day that changed the world... When history held its breath.,"The retelling of June 6, 1944, from the perspectives of the Germans, US, British, Canadians, and the Free French. Marshall Erwin Rommel, touring the defenses being established as part of the Reich's Atlantic Wall, notes to his officers that when the Allied invasion comes they must be stopped on the beach. ""For the Allies as well as the Germans, it will be the longest day""",9/25/1962,178,10000000,50100000,en,Action;Drama;History;War,world war ii;normandy;allied;widerstand;steel helmet;soldier,7.2,234
10414,The Mighty Ducks,They can't skate. They can't win. They can't be serious.,"After reckless young lawyer Gordon Bombay gets arrested for drunk driving, he must coach a kids hockey team for his community service. Gordon has experience on the ice, but isn't eager to return to hockey, a point hit home by his tense dealings with his own former coach, Jack Reilly. The reluctant Gordon eventually grows to appreciate his team, which includes promising young Charlie Conway, and leads them to take on Reilly's tough players.",10/1/1992,101,10000000,50752337,en,Comedy;Family,sports team;sport;ice hockey;hockey game;winning;feel-good ending;the big game,6.4,198
1970,The Grudge,It never forgives. It never forgets.,"American nurse, Karen Davis moves to Tokyo and encounters a vengeful supernatural spirit known as The Grudge that often possesses its victims. When a series of horrifying and mysterious deaths occur – with the spirit passing its curse onto each victim - Karen must find away to break the spell before she becomes the spirit's next victim.",10/22/2004,92,10000000,183474602,en,Horror;Mystery;Thriller,male nudity;nurse;japanese;house;remake;curse;old woman;catatonia;ghost child;remake of japanese film,5.8,865
9614,Happy Gilmore,He doesn't play golf... he destroys it.,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",2/16/1996,92,12000000,41205099,en,Comedy,loss of mother;loss of father;golf;sport;taxes,6.5,755
8922,Jeepers Creepers,What’s eating you?,"A college-age brother and sister get more than they bargained for on their road trip home from spring break. When the bickering siblings witness a creepy truck driver tossing body bags into a sewer near an abandoned church, they investigate. Bad move! Opening a Pandora's Box of unspeakable evil, the pair must flee for their lives -- with a monstrous ""shape"" in hot pursuit.",7/1/2001,90,10000000,59217789,en,Horror;Thriller,mass murder;song;brother;sister;aftercreditsstinger,6.1,720
1648,Bill & Ted's Excellent Adventure,History is about to be rewritten by two guys who can't spell.,"In the small town of San Dimas, a few miles away from Los Angeles, there are two nearly brain dead teenage boys going by the names of Bill S, Preston ESQ. and Ted Theodore Logan, they have a dream together of starting their own rock and roll band called the ""Wyld Stallyns"". Unfortunately, they are still in high school and on the verge of failing out of their school as well, and if they do not pass their upcoming history report, they will be separated as a result of Ted's father sending him to military school. But, what Bill and Ted do not know is that they must stay together to save the future. So, a man from the future named Rufus came to help them pass their report. So, both Bill and Ted decided to gather up historical figures which they need for their report. They are hoping that this will help them pass their report so they can stay together.",2/17/1989,90,10000000,40485039,en,Adventure;Comedy;Science Fiction,jealousy;journey in the past;sigmund freud;time travel;heavy metal;socrates;billy the kid;school presentation;rhinoceros;phone booth;world peace;past;history;metal;best friend;napoleon bonaparte,6.7,454
17917,Oliver!,Much Much More Than a Musical!,"Musical adaptation of Charles Dickens' Oliver Twist, a classic tale of an orphan who runs away from the workhouse and joins up with a group of boys headed by the Artful Dodger and trained to be pickpockets by master thief Fagin.",9/26/1968,153,10000000,37402877,en,Drama;Family;Music,pickpocket;musical;victorian england;orphan,7.0,103
74534,The Best Exotic Marigold Hotel,Share the journey. Share the laughter.,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than its advertisements, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways as the residents find new purpose in their old age.",11/28/2011,124,10000000,136836156,en,Drama;Comedy,hotel;based on novel;india;ensemble cast;elderly;jaipur india;personal growth;outsourcing,6.9,459
19405,Recess: School's Out,Saving The World One Playground At A Time,"Recess: School's Out is a 2001 animated film based on the Disney television series Recess. This film was produced by Walt Disney Pictures and was released theatrically nationwide on February 16, 2001.It's the most exciting time of year at Third Street Elementary-- the end of the School Year! But boredom quickly sets in for protagonist TJ Detweiler, as his friends are headed for Summer Camp. One day, while passing by the school on his bike, he notices a green glow coming from the school's auditorium. This is the work of the insidious ex-principal of Third Street, Phillium Benedict and his gang of ninjas and secret service look-alikes! Benedict is planning to get rid of Summer Vacation using his newly-acquired Tractor Beam, which he stole from the US Military Base in an effort to raise US Test Scores, and it's up to the Recess Gang to stop him! In the end.",1/27/2001,83,10000000,44460850,en,Science Fiction;Animation;Comedy;Family,holiday;elementary school;friends;based on tv series;summer;classmates;recess,6.6,67
9355,Mad Max Beyond Thunderdome,Two men enter. One man leaves.,"Mad Max becomes a pawn in a decadent oasis of a technological society, and when exiled, becomes the deliverer of a colony of children.",6/29/1985,107,12305523,36230219,en,Action;Adventure;Science Fiction,arena;sandstorm;dystopia;oasis;sequel;post nuclear;ozploitation,5.9,748
10999,Commando,Somewhere... somehow... someone's going to pay.,"John Matrix, the former leader of a special commando strike force that always got the toughest jobs done, is forced back into action when his young daughter is kidnapped. To find her, Matrix has to fight his way through an array of punks, killers, one of his former commandos, and a fully equipped private army. With the help of a feisty stewardess and an old friend, Matrix has only a few hours to overcome his greatest challenge: finding his daughter before she's killed.",10/3/1985,90,10000000,57500000,en,Action;Adventure;Thriller,kidnapping;lone wolf;daughter;father;rescue mission,6.4,742
321258,The Boy,Every child needs to feel loved.,"A nanny, working for a family whose son has just passed away, finds herself put in charge of caring for a lifelike doll that the couple treat as a real child.",1/22/2016,97,10000000,64188367,en,Horror;Mystery;Thriller,suicide;england;fire;country house;shower;nanny;mask;boy;murder;mansion;violence;doll;burn victim;secret passageway;broken mirror;loss of a child,5.8,1102
44040,Devil,Bad Things Happen For A Reason,A group of people trapped in a elevator realizes that the devil is among them.,1/13/2010,80,10000000,33583175,en,Horror;Mystery;Thriller,claustrophobia;trapped in an elevator,5.8,816
10426,Friday After Next,The party's back in the 'hood!,Craig and Day Day have finally moved out of their parents houses and into their own crib. The cousins work nights at a local mall as security guards. When their house is robbed on Christmas Eve they team up to track him down.,11/22/2002,85,20000000,33526835,en,Comedy,guard;shopping mall;thief;drug,6.0,100
280092,Insidious: Chapter 3,This is how you die,"A twisted new tale of terror begins for a teenage girl and her family, predating the haunting of the Lambert family in the earlier movies and revealing more mysteries of the otherworldly realm The Further.",6/4/2015,97,10000000,104303851,en,Drama;Horror;Thriller,sequel,6.2,983
13938,The Last Dragon,His family thinks he's crazy. His enemies think he's no challenge. But she knows he's THE LAST DRAGON.,"A young man searches for the ""master"" to obtain the final level of martial arts mastery known as the glow. Along the way he must fight an evil martial arts expert and rescue a beautiful singer from an obsessed music promoter.",3/22/1985,108,10000000,25754284,en,Action;Adventure;Comedy,martial arts;pizzeria;limousine;music,6.4,69
10163,The Lawnmower Man,God made him simple. Science made him a god.,A simple man is turned into a genius through the application of computer science.,3/5/1992,108,10000000,32101000,en,Horror;Thriller;Science Fiction,dream;chimp;manipulation;botanist;virtual reality;lemonade;intelligent,5.4,197
12182,Nick and Norah's Infinite Playlist,Every night has a soundtrack.,"Nick cannot stop obsessing over his ex-girlfriend, Tris, until Tris' friend Norah suddenly shows interest in him at a club. Thus beings an odd night filled with ups and downs as the two keep running into Tris and her new boyfriend while searching for Norah's drunken friend, Caroline, with help from Nick's band mates. As the night winds down, the two have to figure out what they want from each other.",10/3/2008,89,9000000,32973937,en,Comedy;Music;Romance,concert;teenager;one night;based on young adult novel;secret location,6.4,379
1832,Dogma,It can be Hell getting into Heaven,"The latest battle in the eternal war between Good and Evil has come to New Jersey in the late, late 20th Century. Angels, demons, apostles and prophets (of a sort) walk among the cynics and innocents of America and duke it out for the fate of humankind.",11/12/1999,130,10000000,30652890,en,Fantasy;Comedy;Adventure,angel;wisconsin;church service;church;aftercreditsstinger;duringcreditsstinger,6.8,823
9034,The Banger Sisters,Some friendships last forever... like it or not.,"In the late '60s, the self-proclaimed belles of the rock 'n' roll ball, rocked the worlds of every music legend whose pants they could take off -- and they have the pictures to prove it. But it's been more than two decades since the Banger Sisters earned their nickname -- or even laid eyes on each other. Their reunion is the collision of two women's worlds; one who's living in the past, and one who's hiding from it. Together they learn to live in the moment.",9/20/2002,98,10000000,0,en,Comedy;Drama,tattoo;rock star;groupie;past;family,5.5,62
15301,Twilight Zone: The Movie,"You're travelling through another dimension. A dimension, not only of sight and sound, but of mind. A journey into a wondrous land whose boundaries are that of imagination. Next stop, the Twilight Zone!","Four directors collaborated to remake four episodes of the popular television series 'The Twilight Zone' for this movie. The episodes are updated slightly and in color (the television show was in black-and-white), but very true to the originals, where eerie and disturbing situations gradually spin out of control. ""A Quality of Mercy"", ""Kick the Can"", ""It's a Good Life"", and ""Nightmare at 20,000 Feet"".",6/24/1983,101,10000000,29450919,en,Drama;Fantasy;Horror;Science Fiction;Thriller,nazis;anthology;remake;twilight zone,6.2,161
10135,Road House,"Dalton lives like a loner, fights like a professional. And loves like there's no tomorrow.","The Double Deuce is the meanest, loudest and rowdiest bar south of the Mason-Dixon Line, and Dalton (Patrick Swayze) has been hired to clean it up. He might not look like much, but the Ph.D.-educated bouncer proves he's more than capable -- busting the heads of troublemakers and turning the roadhouse into a jumping hot-spot. But Dalton's romance with the gorgeous Dr. Clay (Kelly Lynch) puts him on the bad side of cutthroat local big shot Brad Wesley (Ben Gazzara).",5/19/1989,114,15000000,30050028,en,Action;Thriller,new love;protection money;nightclub;rausschmeißer;revenge;hoodlum;brawl,6.3,252
26352,A Low Down Dirty Shame,He's armed and dangerously funny.,"A black detective becomes embroiled in a web of danger while searching for a fortune in missing drug money. During the course of his investigation, he encounters various old connections, ultimately confronting the criminal responsible for Shame's expulsion from the force. He must also deal with two women, Angela, a beautiful old flame, and Peaches, his energetic but annoying sidekick.",11/23/1994,100,10000000,29392418,en,Action;Comedy;Crime,fbi;drug crime;violence;drug;private detective;blast,6.0,31
20616,Swimfan,His biggest fan just became his worst nightmare.,"Ben Cronin has it all: the admiration of his many friends, a terrific girlfriend, and he's on the fast-track to an athletic scholarship. Ben's rock-solid, promising future and romance are turned upside-down with the arrival of Madison Bell. Madison, the new girl in town, quickly sets her sights on the impressionable Ben. While their first few meetings are innocent enough, the obsessive and seductive Madison wants more ... much more.",9/6/2002,84,8500000,34411240,en,Drama;Thriller,competition;coma;infidelity;obsession;bathing;high school;femme fatale;athlete;hospital;swimmer;swimming;troubled teen,5.0,70
9794,Employee of the Month,"A slacker competes with a repeat winner for the ""Employee of the Month"" title at work","When he hears that the new female employee digs ambitious men who are the store employee of the month, a slacker gets his act together but finds himself in competition with his rival, an ambitious co-worker.",10/6/2006,103,12000000,38368909,en,Comedy;Romance,salesclerk;midlife crisis;prenzlauer berg;vulgar;slacker;business consultant,5.3,153
15037,Can't Hardly Wait,Yesterday's history.  Tomorrow's the future.  Tonight's the party.,"It's graduation day at Huntington Hills High, and you know what that means - time to party. And not just any party, either. This one will be a night to remember, as the nerds become studs, the jocks are humiliated, and freshman crushes blossom into grown-up romance.",6/12/1998,100,10000000,25605015,en,Comedy;Drama;Romance,alcohol;regret;homophobia;radio;cheerleader;love letter;college;graduation;groupie;costume;nerd;high school;party;friends;dating;break-up;rock band;pop music;american football player;infatuation;washed up star;unlikely friendship;social outcast;woman director;jocks;having fun;revenge plot,6.1,122
227,The Outsiders,They grew up on the outside of society. They weren't looking for a fight. They were looking to belong.,"When two poor greasers, Johnny, and Ponyboy are assaulted by a vicious gang, the socs, and Johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events.",3/25/1983,91,10000000,33697647,en,Crime;Drama,street gang;children's home;coming of age;gang;juvenile delinquent;based on young adult novel,6.9,291
294272,Pete's Dragon,Some secrets are too big to keep.,"Pete is a mysterious 10-year-old with no family and no home who claims to live in the woods with a giant, green dragon named Elliott. With the help of Natalie, an 11-year-old girl whose father Jack owns the local lumber mill, forest ranger Grace sets out to determine where Pete came from, where he belongs, and the truth about this dragon.",8/10/2016,102,65000000,143695338,en,Adventure;Family;Fantasy,feral child;remake;dragon;orphan;1980s;live action and animation,6.2,679
11336,The Dead Zone,"In his mind, he has the power to see the future. In his hands, he has the power to change it.","Johnny Smith is a schoolteacher with his whole life ahead of him but, after leaving his fiancee's home one night, is involved in a car crash which leaves him in a coma for 5 years. When he wakes, he discovers he has an ability to see into the past, present and future life of anyone with whom he comes into physical contact.",10/21/1983,103,10000000,20766616,en,Horror;Science Fiction;Thriller,coma;sheriff;based on novel;sacrifice;suspense;psychopathic killer;premonition;independent film;vision;doctor;car accident;series of murders;psychic;dark hero;gothic;madness;flashback,6.9,311
283445,Sinister 2,"Be careful, children at play.",A young mother and her twin sons move into a rural house that's marked for death.,8/19/2015,97,10000000,52882018,en,Horror,haunted house;sequel;twins,5.4,581
88036,Sparkle,Celebrate the legend.,"Musical prodigy, Sparkle (Jordin Sparks) struggles to become a star while overcoming issues that are tearing her family apart. From an affluent Detroit area and daughter to a single mother (Whitney Houston), she tries to balance a new romance with music manager Stix (Derek Luke) while dealing with the unexpected challenges her new life will bring as she and her two sisters (Carmen Ejogo and Tika Sumpter) strive to become a dynamic singing group during the Motown-era.",8/17/2012,116,14000000,24637469,en,Drama;Music,soong sisters;duringcreditsstinger,5.8,36
10984,Valentine,Remember that kid everyone ignored on Valentine’s Day? - He remembers you.,Five friends are stalked and murdered by a masked assailant while preparing for Valentine's Day.,2/1/2001,96,0,0,en,Horror;Thriller,mobbing;success;violence against women;revenge;serial killer;valentine's day,5.0,114
22824,The Fourth Kind,There are four kinds of alien encounters. The fourth kind is abduction.,"Since the 1960s, a disproportionate number of the population in and around Nome, Alaska, have gone missing. Despite FBI investigations, the disappearances remain a mystery. Dr. Abigail Tyler, a psychologist, may be on the verge of blowing the unsolved cases wide open when, during the course of treating her patients, she finds evidence of alien abductions.",11/6/2009,98,10000000,42333295,en,Mystery;Science Fiction;Thriller,brother sister relationship;wheelchair;hypnosis;investigation;cover-up;ufo;alaska;disappearance;hospital;alien abduction;patient;psychotherapy;fake documentary;based on supposedly true story;nome alaska;faked footage;audio cassette;ancient astronaut;anchorage alaska;police fake;duringcreditsstinger,5.8,441
9526,A Prairie Home Companion,Radio Like You've Never Seen It Before,"A look at what goes on backstage during the last broadcast of America's most celebrated radio show, where singing cowboys Dusty and Lefty, a country music siren, and a host of others hold court",6/9/2006,105,10000000,0,en,Drama;Comedy;Music,usa;country music;commercial;radio presenter;radio transmission;bühnenauftritt;backstage;singer,6.4,81
39349,Sugar Hill,He wanted power. He wanted revenge. Now he just wants out.,"Sugar Hill is a 1994 American crime-drama/neo-noir film starring Wesley Snipes and Michael Wright as brothers Roemello and Raynathan Skuggs. The film focuses on the two brothers, who are major drug dealers in the Harlem neighborhood of New York City.",2/25/1994,123,0,0,en,Drama;Action;Thriller,,5.2,13
15983,Invasion U.S.A.,America wasn't ready...but HE was!,A one-man army comes to the rescue of the United States when a spy attempts an invasion.,9/27/1985,107,0,0,en,Action;Thriller,,5.3,49
14544,Roll Bounce,,"From Wikipedia, the free encyclopedia. Roll Bounce is a 2005 American comedy-drama film written by Norman Vance Jr. and directed by Malcolm D. Lee. The film stars hip hop artist Bow Wow as the leader of a roller skating crew in 1970s Chicago. The film also stars Nick Cannon, Meagan Good, Brandon T. Jackson, Wesley Jonathan, Chi McBride, Kellita Smith, and Jurnee Smollett. Description above from the Wikipedia article Roll Bounce, licensed under CC-BY-SA, full list of contributors on Wikipedia.",9/23/2005,112,0,0,en,Comedy;Drama;Family,,6.1,27
11545,Rushmore,Love. Expulsion. Revolution.,"When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention.",9/17/1998,93,9000000,17096053,en,Comedy;Drama,private school;lone wolf;theatre play;theatre group;theatre director;independent film,7.5,676
42684,Skyline,Don't look up,"When strange lights descend on the city of Los Angeles, people are drawn outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the Earth. Now the band of survivors must fight for their lives as the world unravels around them.",11/11/2010,100,10000000,66821036,en,Science Fiction,missile;light;transformation;low-budget;alien;fireplace;los angeles;cell phone;rooftop;duringcreditsstinger,4.7,507
268238,The Second Best Exotic Marigold Hotel,,As the Best Exotic Marigold Hotel has only a single remaining vacancy - posing a rooming predicament for two fresh arrivals - Sonny pursues his expansionist dream of opening a second hotel.,2/26/2015,122,10000000,85978266,en,Drama;Comedy,india;retirement home,6.3,272
8359,Kit Kittredge: An American Girl,"Kit Kittredge, a resourceful young girl, helps her mother run a boardinghouse after her father loses his job.","The Great Depression hits home for nine year old Kit Kittredge when her dad loses his business and leaves to find work. Oscar nominee Abigail Breslin stars as Kit, leading a splendid cast in the first ever ""American Girl"" theatrical movie. In order to keep their home, Kit and her mother must take in boarders - paying house - guests who turn out to be full of fascinating stories. When mother's lockbox containing all their money is stolen, Kit's new hobo friend Will is the prime suspect. Kit refuses to believe that Will would steal, and her efforts to sniff out the real story get her and friends into big trouble. The police say the robbery was an inside job, committed by someone they know. So if it wasn't Will, then who did it.",7/2/2008,101,0,0,en,Comedy;Drama;Family,cincinnati;woman director,6.4,34
15648,The Perfect Man,Is it all too good to be true?,"Holly is tired of moving every time her mom Jean breaks up with yet another second-rate guy. To distract her mother from her latest bad choice, Holly conceives the perfect plan for the perfect man, an imaginary secret admirer who will romance Jean and boost her self-esteem.",6/17/2005,100,0,0,en,Comedy;Drama;Family;Romance,mother;man-woman relation;single;matchmaking;single mother;catfishing,5.5,203
41823,Mo' Better Blues,,"Opens with Bleek as a child learning to play the trumpet, his friends want him to come out and play but mother insists he finish his lessons. Bleek grows into adulthood and forms his own band - The Bleek Gilliam Quartet. The story of Bleek's and Shadow's friendly rivalry on stage which spills into their professional relationship and threatens to tear apart the quartet.",8/3/1990,129,10000000,16153593,en,Drama;Romance,musical,6.3,47
11891,Kung Pow: Enter the Fist,,"A movie within a movie, created to spoof the martial arts genre. Writer/director Steve Oedekerk uses contemporary characters and splices them into a 1970s kung-fu film, weaving the new and old together. As the main character, The Chosen One, Oedekerk sets off to avenge the deaths of his parents at the hands of kung-fu legend Master Pain. Along the way, he encounters some strange characters",1/25/2002,81,0,0,en,Action;Comedy,loss of family;loss of parents;supernatural powers;invulnerability;spoof;evil;murder hunt,6.1,159
9362,Tremors,The monster movie that breaks new ground.,"Hick handymen Val McKee and Earl Bassett can barely eke out a living in the Nevada hamlet of Perfection, so they decide to leave town -- despite an admonition from a shapely seismology coed who's picking up odd readings on her equipment. Before long, Val and Earl discover what's responsible for those readings: 30-foot-long carnivorous worms with a proclivity for sucking their prey underground.",1/19/1990,96,11000000,48572000,en,Action;Horror,nevada;small town;tractor;stranded;cult favorite;tentacle;rural;graboids;seismologist;binoculars;man eaten by monster;giant worm,6.6,864
9902,Wrong Turn,It's the last one you'll ever take.,"Chris crashes into a carload of other young people, and the group of stranded motorists is soon lost in the woods of West Virginia, where they're hunted by three cannibalistic mountain men who are grossly disfigured by generations of inbreeding.",5/30/2003,84,12600000,28650575,en,Horror;Thriller,life and death;death of a friend;parts of dead body,6.0,635
14729,The Long Riders,"""All the world likes an outlaw. For some damn reason they remember 'em."" - Jesse James","The origins, exploits and the ultimate fate of the James gang is told in a sympathetic portrayal of the bank robbers made up of brothers who begin their legendary bank raids because of revenge.",5/12/1980,99,10000000,15795189,en,Western;History,brother brother relationship;jesse james;cole younger,6.6,50
9455,The Corruptor,You can't play by the rules if there aren't any.,"Danny is a young cop partnered with Nick, a seasoned but ethically tainted veteran. As the two try to stop a gang war in Chinatown, Danny relies on Nick but grows increasingly uncomfortable with the way Nick gets things done.",3/12/1999,110,25000000,15156200,en,Action;Crime;Mystery;Thriller,new york;life and death;gang war;police;china town;triad,6.0,57
103731,Mud,,Two teenage boys encounter a fugitive and make a pact to help him escape from an island in the Mississippi.,5/1/2013,130,10000000,21587700,en,Drama,river;snake;arkansas;fugitive;river boat,7.0,1068
10090,Reno 911!: Miami,"In a time of crisis, America will call Reno 911!",A rag-tag team of Reno cops are called in to save the day after a terrorist attack disrupts a national police convention in Miami Beach during spring break. Based on the Comedy Central series.,2/23/2007,84,10000000,20342161,en,Action;Adventure;Comedy;Crime,sex;terrorist;beach;nudity;police;parody;attack;shootout;mockumentary;explosion;drug,5.6,72
164558,One Direction: This Is Us,A motion picture event.,"Go behind the scenes during One Directions sell out ""Take Me Home"" tour and experience life on the road.",8/28/2013,92,10000000,0,en,Documentary;Music,concert,8.0,201
19905,"The Goods: Live Hard, Sell Hard",,"Who is Don Ready? Salesman? Lover? Song Stylist? Semi-professional dolphin trainer? Ready is all of the above - except for a dolphin trainer. When he’s asked to help save an ailing local car dealership from bankruptcy, Ready and his ragtag crew descend on the town of Temecula like a pack of coyotes on a basket full of burgers.",8/14/2009,90,10000000,0,en,Comedy,duringcreditsstinger,5.4,58
17710,Hey Arnold! The Movie,A Big Problem Calls For a Big Head,"When a powerful developer named Mr. Scheck wants to knock down all the stores and houses in Arnold's neighborhood to build a huge ""mall-plex"", it looks likes the neighborhood is doomed to disappear. But with the help of a superhero and a mysterious deep-voiced stranger, Arnold and Gerald will need to recover a crucial document in order to save their beloved neighborhood.",6/28/2002,76,0,0,en,Animation;Family,,5.6,62
75900,My Week with Marilyn,,"Sir Laurence Olivier is making a movie in London. Young Colin Clark, an eager film student, wants to be involved and he navigates himself a job on the set. When film star Marilyn Monroe arrives for the start of shooting, all of London is excited to see the blonde bombshell, while Olivier is struggling to meet her many demands and acting ineptness, and Colin is intrigued by her. Colin's intrigue is met when Marilyn invites him into her inner world where she struggles with her fame, her beauty and her desire to be a great actress.",10/17/2011,99,6400000,35057696,en,Drama,based on novel;biography;historical figure;marilyn monroe,6.6,406
9515,The Matador,A hitman and a salesman walk into a bar...,"The life of Danny Wright, a salesman forever on the road, veers into dangerous and surreal territory when he wanders into a Mexican bar and meets a mysterious stranger, Julian, who's very likely a hit man. Their meeting sets off a chain of events that will change their lives forever, as Wright is suddenly thrust into a far-from-mundane existence that he takes to surprisingly well … once he gets acclimated to it.",5/12/2005,96,10000000,17297244,en,Action;Comedy;Crime;Drama;Thriller,mexico city;midlife crisis;cocktail;independent film;stranger;hit man,6.2,136
27322,Love Jones,Get Together. Fall Apart. Start Over.,"Darius Lovehall is a young black poet in Chicago who starts dating Nina Moseley, a beautiful and talented photographer. While trying to figure out if they've got a ""love thing"" or are just ""kicking it,"" they hang out with their friend, talking about love and sex. Then Nina tests the strength of Darius' feelings and sets a chain of romantic complications into motion.",3/14/1997,104,10000000,0,en,Comedy;Drama;Romance,sex;ex-boyfriend;independent film;african american,8.1,12
328425,The Gift,Not every gift is welcome.,"A husband and wife try to reinvigorate their relationship but their lives are threatened by a ""friend"" from the husband's past who holds a horrifying secret about him, sending their world into a tailspin.",7/30/2015,108,5000000,58978653,en,Thriller;Mystery,detective;stalker;gift;bully;psychological thriller,6.7,1049
14120,End of the Spear,,"""End of the Spear"" is the story of Mincayani, a Waodani tribesman from the jungles of Ecuador. When five young missionaries, among them Jim Elliot and Nate Saint, are speared to death by the Waodani in 1956, a series of events unfold to change the lives of not only the slain missionaries' families, but also Mincayani and his people",12/2/2005,108,0,0,en,Adventure;Drama,drama,6.1,15
10050,Get Over It,"Young, Free And Single. Again.","When Berke Landers, a popular high school basketball star, gets dumped by his life-long girlfriend, Allison, he soon begins to lose it. But with the help of his best friend Felix's sister Kelly, he follows his ex into the school's spring musical. Thus ensues a love triangle loosely based upon Shakespeare's ""A Midsummer Night's Dream"", where Berke is only to find himself getting over Allison and beginning to fall for Kelly.",3/8/2001,87,10000000,0,en,Comedy;Romance,theatre play;theatre group;high school;falling in love,5.5,75
1542,Office Space,Work sucks.,Three office workers strike back at their evil employers by hatching a hapless attempt to embezzle money.,2/19/1999,89,10000000,12827813,en,Comedy;Crime,suburbia;downsizing;software engineer;burnout;dallas texas;beach resort;coworker relationship;laziness;duringcreditsstinger;business rivalry,7.4,1050
10490,Drop Dead Gorgeous,The battle between the good and the bad is bound to get ugly.,"In a small Minnesota town, the annual beauty pageant is being covered by a TV crew. Former winner Gladys Leeman wants to make sure her daughter follows in her footsteps; explosions, falling lights, and trailer fires prove that. As the Leemans are the richest family in town, the police are pretty relaxed about it all. Despite everything, main rival (but sweet) Amber Atkins won't give up without a fight.",7/23/1999,98,10000000,10571408,en,Comedy,minnesota;mother role;beauty contest;girl from the province;hicktown;evil mother;mother daughter relationship;envy;pretty woman;mocumentary,6.4,86
87093,Big Eyes,She created it. He sold it. And they bought it.,"The story of the awakening of the painter, Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s.",12/24/2014,105,10000000,28883511,en,Drama,wife husband relationship;artist;court case,6.8,1196
10029,Very Bad Things,They've been bad. Very bad.,"Kyle Fisher has one last night to celebrate life as a single man before marrying Laura, so he sets out to Vegas with four of his best buddies. But a drug and alcohol filled night on the town with a stripper who goes all the way, turns into a cold night in the desert with shovels when the stripper goes all the way into a body bag after dying in their bathroom. And that's just the first of the bodies to pile up before Kyle can walk down the aisle...",9/11/1998,100,30000000,9898412,en,Comedy;Crime;Thriller,prostitute;hotel;cocaine;nudity;psychopath;stag night;friends;murder;independent film;marijuana;blood;wedding;las vegas;violence;death;accident,6.2,179
9893,Sleepover,The rules are set. The game is on.,"As their first year of high school looms ahead, best friends Julie, Hannah, Yancy and Farrah have one last summer sleepover. Little do they know they're about to embark on the adventure of a lifetime. Desperate to shed their nerdy status, they take part in a night-long scavenger hunt that pits them against their popular archrivals. Everything under the sun goes on -- from taking Yancy's father's car to sneaking into nightclubs!",7/9/2004,89,0,0,en,Comedy;Family,high school;scavenger hunt;teenage crush;slumber party;teenager;teen comedy,5.3,101
